id,vendor_id,pickup_datetime,passenger_count,pickup_point,dropoff_point,store_and_fwd_flag
id3526451,2,2016-06-28 12:22:56,1,-73.971649169921875;40.746482849121094,-73.955451965332031;40.766063690185547,N
id0963467,1,2016-06-28 12:21:57,1,-73.990478515625;40.751369476318359,-73.983268737792969;40.755912780761719,N
id1624177,1,2016-06-28 12:21:07,1,-73.992485046386719;40.748714447021484,-74.00048828125;40.757572174072266,N
id1489317,1,2016-06-28 12:20:18,1,-73.963363647460937;40.798431396484375,-73.956138610839844;40.773757934570313,N
id1150932,1,2016-06-28 12:20:15,1,-73.994583129882813;40.725791931152344,-73.976654052734375;40.732311248779297,N
id2684095,2,2016-06-28 12:20:14,1,-73.994338989257813;40.763359069824219,-74.004920959472656;40.751419067382812,N
id2240073,2,2016-06-28 12:19:24,1,-73.987159729003906;40.739109039306641,-73.958831787109375;40.780033111572266,N
id3610718,2,2016-06-28 12:18:39,1,-73.981918334960938;40.746368408203125,-73.992279052734375;40.749412536621094,N
id2128492,2,2016-06-28 12:18:37,1,-73.97650146484375;40.751640319824219,-73.986053466796875;40.761390686035156,N
id0156512,1,2016-06-28 12:17:57,2,-73.963264465332031;40.774208068847656,-73.991462707519531;40.750022888183594,N
id1622952,1,2016-06-28 12:17:42,1,-74.00592041015625;40.706172943115234,-73.995590209960938;40.72979736328125,N
id3827156,2,2016-06-28 12:17:12,1,-73.973915100097656;40.747211456298828,-73.960525512695312;40.761489868164062,N
id0005099,1,2016-06-28 12:17:05,1,-73.987785339355469;40.741508483886719,-73.977439880371094;40.755332946777344,N
id3029326,2,2016-06-28 12:17:02,6,-74.001838684082031;40.735347747802734,-74.013603210449219;40.714515686035156,N
id0056674,1,2016-06-28 12:16:58,1,-74.002784729003906;40.728092193603516,-73.960739135742188;40.762165069580078,N
id3845480,1,2016-06-28 12:16:08,1,-73.970069885253906;40.764686584472656,-73.963058471679688;40.774974822998047,N
id0782007,1,2016-06-28 12:15:55,1,-73.976852416992188;40.7879638671875,-74.002616882324219;40.760646820068359,N
id2664684,1,2016-06-28 12:15:46,1,-73.990707397460938;40.734382629394531,-74.000770568847656;40.730678558349609,N
id0036980,1,2016-06-28 12:15:38,1,-73.989875793457031;40.75677490234375,-73.974479675292969;40.751163482666016,N
id1533885,2,2016-06-28 12:14:58,1,-73.789810180664062;40.643867492675781,-73.962089538574219;40.61871337890625,N
id3352695,1,2016-06-28 12:14:52,1,-73.959640502929687;40.760295867919922,-73.973320007324219;40.751384735107422,N
id1786871,1,2016-06-28 12:13:18,1,-73.976005554199219;40.791477203369141,-73.969291687011719;40.763774871826172,N
id3896842,2,2016-06-28 12:12:15,1,-73.963104248046875;40.774986267089844,-73.975471496582031;40.757110595703125,N
id1527902,1,2016-06-28 12:12:06,1,-73.982040405273438;40.779018402099609,-73.984893798828125;40.758766174316406,N
id2391637,1,2016-06-28 12:12:06,1,-73.991729736328125;40.750236511230469,-73.975906372070313;40.759449005126953,N
id1629128,2,2016-06-28 12:10:40,1,-73.983779907226562;40.743869781494141,-74.002273559570312;40.750431060791016,N
id2183253,2,2016-06-28 12:08:57,1,-73.993858337402344;40.751720428466797,-73.98956298828125;40.739940643310547,N
id0283641,2,2016-06-28 12:08:37,1,-73.975059509277344;40.749778747558594,-73.979362487792969;40.756980895996094,N
id0016229,1,2016-06-28 12:08:11,1,-73.97857666015625;40.787654876708984,-73.974746704101563;40.779941558837891,N
id2154921,2,2016-06-28 12:08:09,6,-73.98382568359375;40.765453338623047,-73.964431762695312;40.715824127197266,N
id3066025,1,2016-06-28 12:08:05,4,-73.985031127929688;40.723911285400391,-73.965606689453125;40.805522918701172,N
id0799394,2,2016-06-28 12:07:57,1,-73.972892761230469;40.744579315185547,-73.951812744140625;40.773479461669922,N
id3364714,2,2016-06-28 12:07:38,1,-73.974830627441406;40.756080627441406,-73.97833251953125;40.766510009765625,N
id2749833,1,2016-06-28 12:06:22,1,-74.002708435058594;40.744743347167969,-74.005088806152344;40.741119384765625,N
id0651930,2,2016-06-28 12:06:13,1,-73.966346740722656;40.761329650878906,-73.964385986328125;40.768630981445313,N
id0758311,1,2016-06-28 12:05:59,1,-74.015823364257813;40.711509704589844,-73.981330871582031;40.759639739990234,N
id3146015,1,2016-06-28 12:05:40,2,-73.994155883789063;40.751190185546875,-73.982025146484375;40.765529632568359,N
id3798604,1,2016-06-28 12:05:14,1,-73.999954223632813;40.748416900634766,-73.985244750976563;40.742279052734375,N
id2038695,2,2016-06-28 12:05:13,1,-73.996391296386719;40.725868225097656,-74.005447387695312;40.728069305419922,N
id2518617,2,2016-06-28 12:05:08,1,-73.99737548828125;40.741661071777344,-73.968559265136719;40.696926116943359,N
id1394404,2,2016-06-28 12:04:45,2,-73.979118347167969;40.757179260253906,-73.936073303222656;40.854831695556641,N
id2732509,2,2016-06-28 12:04:16,1,-74.008537292480469;40.714141845703125,-73.98992919921875;40.726528167724609,N
id0764294,2,2016-06-28 12:02:46,5,-73.974342346191406;40.759578704833984,-73.962242126464844;40.779228210449219,N
id3817327,2,2016-06-28 12:02:46,1,-73.976608276367188;40.76019287109375,-73.978904724121094;40.756114959716797,N
id1836060,1,2016-06-28 12:01:26,1,-73.983871459960937;40.746788024902344,-73.970779418945313;40.761692047119141,N
id1921092,2,2016-06-28 12:01:06,1,-73.952659606933594;40.780860900878906,-73.951972961425781;40.786361694335938,N
id2188267,1,2016-06-28 12:01:03,1,-73.986846923828125;40.761833190917969,-73.995407104492187;40.759170532226563,N
id3525070,2,2016-06-28 12:00:57,1,-73.986251831054687;40.743335723876953,-73.980987548828125;40.756195068359375,N
id1786544,2,2016-06-28 12:00:15,1,-73.965919494628906;40.761390686035156,-73.966949462890625;40.757133483886719,N
id2223913,2,2016-06-28 11:59:52,6,-73.990303039550781;40.714191436767578,-74.005058288574219;40.708881378173828,N
id0701712,1,2016-06-28 11:58:33,4,-73.959373474121094;40.764247894287109,-73.98699951171875;40.756134033203125,N
id0956473,1,2016-06-28 11:58:12,1,-73.982109069824219;40.774822235107422,-73.969429016113281;40.761341094970703,N
id2313751,2,2016-06-28 11:58:11,2,-73.980697631835938;40.747879028320313,-73.981727600097656;40.758319854736328,N
id2333343,2,2016-06-28 11:58:08,1,-74.000198364257813;40.7081298828125,-73.984527587890625;40.7218017578125,N
id1348872,2,2016-06-28 11:57:58,1,-73.981742858886719;40.773422241210938,-73.97015380859375;40.761947631835938,N
id2995832,1,2016-06-28 11:57:39,1,-73.984275817871094;40.743354797363281,-73.982513427734375;40.766899108886719,N
id2271960,1,2016-06-28 11:57:35,1,-73.9742431640625;40.762054443359375,-74.008064270019531;40.739925384521484,N
id0078351,2,2016-06-28 11:57:34,1,-73.873069763183594;40.774021148681641,-74.008750915527344;40.706840515136719,N
id3952581,1,2016-06-28 11:57:34,1,-73.978813171386719;40.787441253662109,-73.962120056152344;40.805370330810547,N
id3122436,1,2016-06-28 11:57:18,1,-73.962265014648438;40.779064178466797,-73.977180480957031;40.760948181152344,N
id2945806,2,2016-06-28 11:57:13,1,-73.873619079589844;40.773883819580078,-73.982772827148438;40.760513305664063,N
id2382781,2,2016-06-28 11:57:08,1,-73.956962585449219;40.78057861328125,-73.955459594726563;40.787830352783203,N
id1491851,2,2016-06-28 11:57:03,6,-73.984825134277344;40.760856628417969,-74.008071899414063;40.739646911621094,N
id2656647,1,2016-06-28 11:56:31,1,-73.98284912109375;40.735401153564453,-73.998634338378906;40.738121032714844,N
id3161954,2,2016-06-28 11:56:06,1,-73.972091674804688;40.755481719970703,-73.982200622558594;40.771591186523438,N
id3977418,1,2016-06-28 11:55:52,1,-74.007209777832031;40.728298187255859,-73.992752075195313;40.753078460693359,N
id1598693,2,2016-06-28 11:55:49,1,-73.991012573242188;40.736263275146484,-73.906394958496094;40.773708343505859,N
id1522109,2,2016-06-28 11:55:33,1,-73.963333129882813;40.770877838134766,-73.976188659667969;40.765514373779297,N
id1145951,1,2016-06-28 11:55:01,1,-73.982109069824219;40.768337249755859,-73.988700866699219;40.770973205566406,N
id1639621,1,2016-06-28 11:54:58,1,-73.958343505859375;40.772796630859375,-73.947296142578125;40.784347534179688,N
id0195474,2,2016-06-28 11:54:48,2,-74.008987426757813;40.703529357910156,-74.007423400878906;40.711879730224609,N
id3934764,2,2016-06-28 11:54:37,2,-73.968826293945313;40.761001586914062,-73.977348327636719;40.757781982421875,N
id1308216,1,2016-06-28 11:54:30,1,-74.007041931152344;40.744174957275391,-74.000114440917969;40.72064208984375,N
id3184123,2,2016-06-28 11:54:26,5,-73.946968078613281;40.784336090087891,-73.938453674316406;40.804813385009766,N
id1473133,2,2016-06-28 11:53:41,1,-73.986701965332031;40.733856201171875,-73.978927612304688;40.744457244873047,N
id3138924,1,2016-06-28 11:53:39,2,-73.999458312988281;40.722339630126953,-74.015045166015625;40.715358734130859,N
id0937756,1,2016-06-28 11:53:28,1,-73.955810546875;40.7821044921875,-73.948654174804688;40.773178100585938,N
id2869993,2,2016-06-28 11:53:02,1,-73.94732666015625;40.771060943603516,-73.954116821289062;40.779010772705078,N
id3843927,1,2016-06-28 11:52:49,1,-73.995429992675781;40.754425048828125,-73.991561889648438;40.751388549804688,N
id1964962,1,2016-06-28 11:52:31,1,-73.961456298828125;40.755649566650391,-73.815635681152344;40.7386474609375,N
id3994562,2,2016-06-28 11:51:32,1,-73.866401672363281;40.770759582519531,-73.97686767578125;40.751701354980469,N
id0720530,1,2016-06-28 11:51:31,1,-73.9775390625;40.76080322265625,-73.978324890136719;40.764717102050781,N
id0362174,2,2016-06-28 11:51:27,2,-73.980056762695312;40.767501831054687,-74.007469177246094;40.726570129394531,N
id2891168,2,2016-06-28 11:51:05,1,-73.993179321289063;40.762649536132813,-73.979988098144531;40.764480590820312,N
id3027037,2,2016-06-28 11:51:02,1,-73.981689453125;40.754814147949219,-73.962753295898438;40.772430419921875,N
id0620076,2,2016-06-28 11:50:55,5,-73.990951538085938;40.751308441162109,-73.788810729980469;40.641860961914063,N
id2303940,1,2016-06-28 11:50:51,1,-74.000564575195312;40.761863708496094,-74.013938903808594;40.713661193847656,N
id3384762,1,2016-06-28 11:50:44,1,-73.989295959472656;40.7550048828125,-73.990592956542969;40.740093231201172,N
id0318497,2,2016-06-28 11:50:09,1,-73.970687866210938;40.752372741699219,-73.976539611816406;40.751743316650391,N
id0139089,2,2016-06-28 11:49:16,1,-73.977989196777344;40.752529144287109,-74.00982666015625;40.711990356445313,N
id3769948,1,2016-06-28 11:49:06,1,-73.980743408203125;40.738296508789063,-73.964195251464844;40.764942169189453,N
id0701979,1,2016-06-28 11:48:50,1,-73.974250793457031;40.756656646728516,-73.861824035644531;40.768390655517578,N
id1128297,1,2016-06-28 11:47:58,4,-73.97137451171875;40.763198852539062,-73.971397399902344;40.755893707275391,N
id1907471,1,2016-06-28 11:47:06,1,-73.982025146484375;40.770595550537109,-73.981025695800781;40.782161712646484,N
id1898578,2,2016-06-28 11:47:05,6,-74.000381469726563;40.758308410644531,-73.994781494140625;40.743736267089844,N
id0226030,1,2016-06-28 11:46:23,1,-73.969917297363281;40.753917694091797,-73.776435852050781;40.645320892333984,Y
id3792232,1,2016-06-28 11:46:23,1,-74.000991821289063;40.761989593505859,-73.952644348144531;40.766361236572266,N
id2954898,1,2016-06-28 11:46:22,1,-73.991378784179688;40.754505157470703,-73.976249694824219;40.760883331298828,N
id1199145,1,2016-06-28 11:45:13,1,-74.01666259765625;40.714885711669922,-74.01739501953125;40.705398559570312,N
id1569584,2,2016-06-28 11:44:44,1,-73.975227355957031;40.761577606201172,-73.991836547851563;40.749313354492187,N
id3170325,2,2016-06-28 11:44:39,5,-74.015457153320312;40.714160919189453,-73.988121032714844;40.740711212158203,N
id1166737,2,2016-06-28 11:44:06,1,-73.985130310058594;40.723690032958984,-73.998641967773438;40.73406982421875,N
id3697601,2,2016-06-28 11:43:40,1,-73.971702575683594;40.757061004638672,-73.982276916503906;40.748363494873047,N
id3511722,2,2016-06-28 11:43:27,1,-73.932853698730469;40.795574188232422,-73.942070007324219;40.798061370849609,N
id3324841,1,2016-06-28 11:43:17,1,-73.984062194824219;40.754638671875,-73.973670959472656;40.755512237548828,N
id2307493,1,2016-06-28 11:43:16,1,-74.012969970703125;40.702350616455078,-73.9793701171875;40.758266448974609,N
id3018490,2,2016-06-28 11:43:11,1,-73.984397888183594;40.748420715332031,-73.975593566894531;40.749259948730469,N
id2023328,2,2016-06-28 11:42:18,2,-73.94573974609375;40.773380279541016,-73.962638854980469;40.77484130859375,N
id3453568,1,2016-06-28 11:42:12,1,-73.998161315917969;40.720176696777344,-73.999412536621094;40.730144500732422,N
id0001399,1,2016-06-28 11:41:59,1,-73.954429626464844;40.789684295654297,-73.956291198730469;40.779808044433594,N
id1093806,2,2016-06-28 11:41:32,1,-73.986091613769531;40.734630584716797,-73.993270874023438;40.729709625244141,N
id0940011,2,2016-06-28 11:40:59,1,-74.004127502441406;40.716831207275391,-73.954849243164063;40.765201568603516,N
id0945093,1,2016-06-28 11:40:53,1,-73.991050720214844;40.749752044677734,-73.957305908203125;40.7642822265625,N
id1436000,2,2016-06-28 11:40:04,1,-73.969276428222656;40.797779083251953,-74.012893676757813;40.706401824951172,N
id0808259,2,2016-06-28 11:39:36,5,-74.001541137695312;40.756599426269531,-73.872421264648438;40.774490356445312,N
id2798437,2,2016-06-28 11:39:15,1,-73.992332458496094;40.748291015625,-73.996910095214844;40.744651794433594,N
id2145137,1,2016-06-28 11:39:09,1,-73.983283996582031;40.759876251220703,-73.987274169921875;40.75439453125,N
id2258302,1,2016-06-28 11:38:59,1,-73.949630737304687;40.780635833740234,-73.96246337890625;40.769966125488281,N
id0959752,1,2016-06-28 11:38:17,1,-73.975471496582031;40.755237579345703,-73.9752197265625;40.741458892822266,N
id1750401,2,2016-06-28 11:38:13,5,-73.974037170410156;40.791488647460938,-73.950149536132813;40.823951721191406,N
id1996981,1,2016-06-28 11:37:41,1,-73.790214538574219;40.655349731445313,-74.03790283203125;40.746231079101563,Y
id2172026,2,2016-06-28 11:37:32,6,-73.985847473144531;40.762218475341797,-73.959518432617188;40.782760620117188,N
id3473138,2,2016-06-28 11:37:27,1,-73.987503051757812;40.761341094970703,-73.979156494140625;40.76190185546875,N
id1443781,2,2016-06-28 11:36:48,3,-74.000831604003906;40.757568359375,-73.789596557617188;40.642940521240234,N
id3459534,1,2016-06-28 11:36:24,1,-73.962295532226563;40.763816833496094,-73.950492858886719;40.775291442871094,N
id1559888,1,2016-06-28 11:35:44,1,-74.009132385253906;40.713241577148438,-73.99395751953125;40.751136779785156,N
id1296232,2,2016-06-28 11:35:44,6,-73.983917236328125;40.759979248046875,-73.978523254394531;40.745193481445313,N
id3156086,2,2016-06-28 11:35:42,1,-73.863471984863281;40.769870758056641,-73.975349426269531;40.750263214111328,N
id0347152,2,2016-06-28 11:35:34,1,-73.965789794921875;40.762619018554687,-73.958930969238281;40.771919250488281,N
id1532426,2,2016-06-28 11:35:19,6,-73.985862731933594;40.744171142578125,-73.971702575683594;40.760841369628906,N
id2720977,2,2016-06-28 11:34:18,6,-73.863861083984375;40.769977569580078,-73.95965576171875;40.762767791748047,N
id0703395,1,2016-06-28 11:34:01,1,-73.957435607910156;40.776962280273438,-73.97283935546875;40.759365081787109,N
id1310788,1,2016-06-28 11:33:39,1,-73.962890625;40.758308410644531,-73.964370727539063;40.773311614990234,N
id1659252,1,2016-06-28 11:32:57,1,-73.987075805664063;40.750873565673828,-73.977485656738281;40.761951446533203,N
id1766936,2,2016-06-28 11:32:42,1,-73.990516662597656;40.755931854248047,-73.970359802246094;40.758319854736328,N
id2999645,2,2016-06-28 11:32:22,1,-73.972251892089844;40.761859893798828,-73.982139587402344;40.774410247802734,N
id2093368,2,2016-06-28 11:32:14,1,-74.003547668457031;40.723720550537109,-73.781661987304688;40.646751403808594,N
id1810976,2,2016-06-28 11:31:24,1,-73.990867614746094;40.749420166015625,-74.002388000488281;40.718368530273437,N
id2842983,1,2016-06-28 11:31:21,1,-73.959968566894531;40.773521423339844,-73.96099853515625;40.708522796630859,N
id1664364,2,2016-06-28 11:30:44,1,-73.989341735839844;40.716571807861328,-73.989212036132812;40.702491760253906,N
id1929630,2,2016-06-28 11:30:36,1,-73.957221984863281;40.804458618164063,-73.957221984863281;40.804458618164063,N
id2435200,1,2016-06-28 11:29:52,1,-73.979682922363281;40.771286010742188,-73.974411010742188;40.778347015380859,N
id0895110,2,2016-06-28 11:29:35,6,-73.970550537109375;40.796165466308594,-73.9542236328125;40.7989501953125,N
id2281639,2,2016-06-28 11:29:33,1,-73.998756408691406;40.734161376953125,-74.006126403808594;40.733081817626953,N
id2268576,2,2016-06-28 11:29:16,5,-74.015060424804687;40.704818725585938,-74.0155029296875;40.711540222167969,N
id0731547,1,2016-06-28 11:29:14,1,-73.954795837402344;40.783378601074219,-73.961990356445313;40.773143768310547,Y
id2236330,1,2016-06-28 11:29:12,1,-73.977760314941406;40.751602172851562,-73.957687377929688;40.761184692382813,N
id1676992,2,2016-06-28 11:28:16,1,-73.9755859375;40.7572021484375,-73.993644714355469;40.726280212402344,N
id0379686,2,2016-06-28 11:27:52,1,-73.96746826171875;40.763118743896484,-73.984329223632813;40.747978210449219,N
id1688374,2,2016-06-28 11:26:56,2,-73.971687316894531;40.746818542480469,-73.980491638183594;40.745349884033203,N
id3555518,2,2016-06-28 11:26:52,1,-73.973922729492188;40.791980743408203,-73.976318359375;40.764041900634766,N
id0135932,2,2016-06-28 11:26:36,1,-73.863059997558594;40.768825531005859,-74.003555297851563;40.740272521972656,N
id1355474,2,2016-06-28 11:26:36,3,-73.992904663085938;40.72802734375,-73.969284057617187;40.763355255126953,N
id3131020,2,2016-06-28 11:26:21,1,-73.955085754394531;40.765094757080078,-73.991973876953125;40.749343872070313,N
id1677036,2,2016-06-28 11:26:03,1,-73.968330383300781;40.786720275878906,-73.97711181640625;40.784881591796875,N
id1353762,1,2016-06-28 11:25:06,2,-73.987892150878906;40.748119354248047,-73.973823547363281;40.764156341552734,N
id1942253,1,2016-06-28 11:23:50,1,-73.9892578125;40.732402801513672,-73.953529357910156;40.778461456298828,N
id3466561,1,2016-06-28 11:23:48,1,-73.978096008300781;40.749095916748047,-73.983894348144531;40.739078521728516,N
id1441396,1,2016-06-28 11:23:43,1,-73.964500427246094;40.760509490966797,-73.971389770507812;40.750370025634766,N
id3920636,1,2016-06-28 11:23:27,2,-73.964775085449219;40.806743621826172,-73.982383728027344;40.772003173828125,N
id2619877,2,2016-06-28 11:22:47,1,-73.992210388183594;40.764320373535156,-73.981307983398437;40.755359649658203,N
id0825374,2,2016-06-28 11:21:28,2,-73.958297729492188;40.781524658203125,-73.960525512695312;40.758167266845703,N
id3614851,1,2016-06-28 11:21:03,1,-73.958541870117188;40.78106689453125,-73.961875915527344;40.777153015136719,N
id3518385,1,2016-06-28 11:20:51,1,-73.967445373535156;40.759967803955078,-73.95343017578125;40.768428802490234,N
id3107703,1,2016-06-28 11:20:01,1,-74.005477905273438;40.726825714111328,-74.0113525390625;40.713459014892578,N
id1827015,2,2016-06-28 11:19:58,1,-73.885337829589844;40.773120880126953,-73.977783203125;40.752208709716797,N
id2567641,1,2016-06-28 11:19:55,1,-73.969635009765625;40.797824859619141,-73.967887878417969;40.765670776367188,N
id3942016,2,2016-06-28 11:19:21,1,-73.983161926269531;40.747268676757813,-73.991897583007812;40.722141265869141,N
id3519460,2,2016-06-28 11:19:17,1,-73.970588684082031;40.783699035644531,-73.980171203613281;40.752101898193359,N
id0712466,2,2016-06-28 11:18:55,1,-73.873100280761719;40.774017333984375,-73.973709106445313;40.746067047119141,N
id1416804,2,2016-06-28 11:18:38,1,-74.0101318359375;40.721500396728516,-73.873329162597656;40.774330139160156,N
id0589784,2,2016-06-28 11:18:33,2,-73.978157043457031;40.752590179443359,-73.991416931152344;40.749820709228516,N
id3133985,1,2016-06-28 11:18:31,1,-73.981132507324219;40.781112670898438,-73.942222595214844;40.842170715332031,N
id3155092,1,2016-06-28 11:18:26,1,-73.9825439453125;40.753768920898438,-74.004417419433594;40.725620269775391,N
id1938576,1,2016-06-28 11:18:14,1,-73.993621826171875;40.736049652099609,-74.001091003417969;40.746543884277344,N
id0276868,2,2016-06-28 11:18:04,1,-73.981979370117187;40.745719909667969,-73.985511779785156;40.752918243408203,N
id0505905,2,2016-06-28 11:17:51,2,-73.956344604492188;40.783149719238281,-73.950729370117188;40.778480529785156,N
id3254633,1,2016-06-28 11:17:22,2,-73.955162048339844;40.777118682861328,-73.953453063964844;40.782848358154297,N
id3987071,2,2016-06-28 11:16:44,1,-73.957962036132813;40.761039733886719,-73.975341796875;40.763629913330078,N
id3440400,1,2016-06-28 11:16:34,1,-73.974151611328125;40.755470275878906,-74.000511169433594;40.757869720458984,N
id0605635,1,2016-06-28 11:16:32,1,-73.984672546386719;40.741203308105469,-73.964187622070313;40.770378112792969,N
id2311877,2,2016-06-28 11:16:28,1,-73.986099243164062;40.754020690917969,-74.005668640136719;40.751007080078125,N
id1020494,2,2016-06-28 11:15:48,1,-73.934783935546875;40.828533172607422,-73.943603515625;40.815570831298828,N
id1798613,2,2016-06-28 11:15:45,1,-73.789710998535156;40.646938323974609,-73.976219177246094;40.755531311035156,N
id2299514,2,2016-06-28 11:15:32,1,-73.972320556640625;40.758781433105469,-73.954452514648438;40.783821105957031,N
id3016764,1,2016-06-28 11:15:21,1,-73.976478576660156;40.752017974853516,-74.014938354492188;40.714073181152344,N
id1730801,2,2016-06-28 11:15:16,1,-73.978866577148438;40.756637573242188,-73.982437133789062;40.751380920410156,N
id1185817,1,2016-06-28 11:15:00,1,-73.981483459472656;40.730003356933594,-73.979202270507812;40.744010925292969,N
id1507288,1,2016-06-28 11:14:56,1,-73.994026184082031;40.726894378662109,-74.002639770507813;40.738842010498047,Y
id1004186,2,2016-06-28 11:14:33,5,-73.983680725097656;40.761871337890625,-74.17742919921875;40.695278167724609,N
id3546833,1,2016-06-28 11:14:25,1,-73.870956420898437;40.77374267578125,-73.988548278808594;40.745365142822266,N
id3810110,1,2016-06-28 11:14:01,1,-73.992218017578125;40.747936248779297,-74.0050048828125;40.7054443359375,N
id3570726,1,2016-06-28 11:13:46,1,-73.9801025390625;40.752975463867188,-73.990684509277344;40.760951995849609,N
id3660609,2,2016-06-28 11:13:44,1,-73.991836547851563;40.738361358642578,-73.987197875976563;40.748329162597656,N
id2781513,2,2016-06-28 11:13:42,6,-74.009292602539063;40.705448150634766,-73.9832763671875;40.743881225585937,N
id1562351,1,2016-06-28 11:13:31,1,-73.988182067871094;40.747951507568359,-73.978645324707031;40.750617980957031,N
id2108039,1,2016-06-28 11:12:34,1,-73.982551574707031;40.748081207275391,-73.955772399902344;40.764129638671875,N
id1011182,1,2016-06-28 11:12:26,1,-73.927497863769531;40.770423889160156,-73.974601745605469;40.753105163574219,N
id1270241,1,2016-06-28 11:12:12,1,-74.005088806152344;40.751373291015625,-74.006431579589844;40.7454833984375,N
id1186980,1,2016-06-28 11:12:00,1,-73.95867919921875;40.774559020996094,-73.967498779296875;40.763053894042969,N
id2359284,1,2016-06-28 11:11:57,1,-73.981285095214844;40.750076293945312,-73.967300415039063;40.769073486328125,N
id1803151,1,2016-06-28 11:11:53,1,-73.9608154296875;40.765670776367188,-73.968231201171875;40.761436462402344,N
id0632327,1,2016-06-28 11:11:40,1,-73.979324340820313;40.755233764648437,-73.979331970214844;40.744510650634766,N
id2930156,1,2016-06-28 11:11:39,1,-73.960678100585938;40.810012817382813,-73.959800720214844;40.781440734863281,N
id0434793,1,2016-06-28 11:11:16,1,-73.988517761230469;40.768852233886719,-73.948081970214844;40.804733276367188,N
id1617660,2,2016-06-28 11:09:33,1,-73.982009887695313;40.732078552246094,-73.96771240234375;40.752571105957031,N
id3778346,1,2016-06-28 11:09:16,1,-73.979118347167969;40.772048950195313,-73.971153259277344;40.755931854248047,N
id2330965,2,2016-06-28 11:09:10,1,-73.993148803710938;40.747238159179688,-73.998893737792969;40.722770690917969,N
id0905661,2,2016-06-28 11:08:48,1,-74.002021789550781;40.715171813964844,-73.991973876953125;40.742576599121094,N
id2501252,1,2016-06-28 11:08:28,1,-73.972023010253906;40.762203216552734,-74.003044128417969;40.748958587646484,N
id2047714,2,2016-06-28 11:08:19,1,-73.951492309570313;40.778530120849609,-73.953620910644531;40.772098541259766,N
id2394802,1,2016-06-28 11:08:13,1,-73.98687744140625;40.765895843505859,-73.967971801757813;40.770423889160156,N
id1544103,1,2016-06-28 11:07:53,1,-73.991859436035156;40.754150390625,-73.969810485839844;40.761077880859375,N
id2044646,1,2016-06-28 11:07:17,1,-73.972366333007812;40.765018463134766,-73.991477966308594;40.749080657958984,N
id0587546,1,2016-06-28 11:07:06,3,-73.975128173828125;40.761100769042969,-73.972770690917969;40.780475616455078,N
id1131597,2,2016-06-28 11:06:45,1,-73.959220886230469;40.774776458740234,-73.966583251953125;40.767326354980469,N
id2787262,1,2016-06-28 11:06:04,1,-73.973114013671875;40.761695861816406,-73.956588745117187;40.78173828125,N
id1572587,2,2016-06-28 11:05:12,1,-73.987533569335938;40.744541168212891,-73.994300842285156;40.740898132324219,N
id1065318,2,2016-06-28 11:05:00,1,-73.779258728027344;40.647598266601563,-73.915512084960937;40.776199340820313,N
id2614298,1,2016-06-28 11:04:37,1,-73.969100952148438;40.759250640869141,-73.953742980957031;40.779621124267578,N
id1293036,1,2016-06-28 11:04:34,1,-73.967048645019531;40.803932189941406,-73.969451904296875;40.795211791992188,N
id3024684,2,2016-06-28 11:03:57,2,-73.998100280761719;40.735828399658203,-73.992393493652344;40.740421295166016,N
id3479382,2,2016-06-28 11:03:35,2,-74.008323669433594;40.721691131591797,-74.008659362792969;40.719051361083984,N
id2001160,2,2016-06-28 11:03:04,1,-73.967491149902344;40.760818481445313,-73.967071533203125;40.803531646728516,N
id0934269,1,2016-06-28 11:02:49,1,-73.958518981933594;40.772422790527344,-73.95391845703125;40.778568267822266,N
id1220837,1,2016-06-28 11:02:30,1,-73.989982604980469;40.756736755371094,-73.978446960449219;40.754367828369141,N
id3619231,1,2016-06-28 11:01:51,1,-73.950355529785156;40.783615112304688,-73.974235534667969;40.756465911865234,N
id3021839,2,2016-06-28 11:01:23,1,-73.966903686523438;40.764080047607422,-73.954322814941406;40.764106750488281,N
id0187071,2,2016-06-28 11:01:01,1,-73.9588623046875;40.768009185791016,-73.978302001953125;40.756618499755859,N
id0272521,1,2016-06-28 11:00:55,1,-73.955223083496094;40.767486572265625,-73.980545043945313;40.751815795898438,N
id3336996,2,2016-06-28 11:00:53,2,-73.977409362792969;40.754749298095703,-73.975028991699219;40.757678985595703,N
id3425677,2,2016-06-28 11:00:31,5,-73.973861694335937;40.751571655273438,-74.013038635253906;40.714519500732422,N
id2065916,2,2016-06-28 11:00:23,6,-73.978050231933594;40.748981475830078,-74.001457214355469;40.741878509521484,N
id0072445,2,2016-06-28 11:00:18,1,-73.970481872558594;40.76153564453125,-73.956863403320313;40.766674041748047,N
id2193957,2,2016-06-28 11:00:04,1,-73.993576049804688;40.749797821044922,-73.981063842773438;40.755283355712891,N
id1841498,2,2016-06-28 10:57:54,5,-73.989952087402344;40.755958557128906,-73.990821838378906;40.750900268554687,N
id0348736,1,2016-06-28 10:57:23,1,-73.9876708984375;40.737648010253906,-74.006591796875;40.721321105957031,Y
id2776205,2,2016-06-28 10:56:41,1,-74.014678955078125;40.704780578613281,-73.974037170410156;40.748291015625,N
id2370377,2,2016-06-28 10:56:35,1,-73.991546630859375;40.750129699707031,-73.995750427246094;40.725070953369141,N
id1319716,1,2016-06-28 10:56:08,1,-73.953956604003906;40.778533935546875,-73.944686889648437;40.749103546142578,N
